protein,com_id,com_pubchem_id,prob
BECN1,COM00000058,5280343,0.99
SIR1,COM00000058,5280343,0.99
SIR1,COM00002631,785,0.98
BECN1,COM00006020,5281672,0.97
SIR1,COM00005149,942,0.97
SIR1,COM00000718,5280961,0.97
SIR1,COM00003354,790,0.97
SIR1,COM00002627,6013,0.96
SIR1,COM00002506,996,0.96
SIR1,COM00003074,439246,0.96
SIR1,COM00001180,2879,0.96
SIR2,COM00003354,790,0.95
CDN2A,COM00006114,5978,0.95
SIR1,COM00000205,2519,0.95
SIR1,COM00001237,5280863,0.95
BECN1,COM00003218,440995,0.94
SIR1,COM00001695,289,0.93
SIR1,COM00002234,702,0.92
SIR1,COM00003588,10836,0.92
SIR1,COM00000583,6590,0.92
SIR1,COM00002659,10430,0.92
CDN2A,COM00000037,241903,0.92
SIR2,COM00003588,10836,0.92
SIR1,COM00006020,5281672,0.91
BECN1,COM00000837,72281,0.91
SIR1,COM00006158,1032,0.91
SIR1,COM00004730,342,0.91
SIR1,COM00005599,3715,0.9
SIR1,COM00000666,445154,0.9
SIR1,COM00001233,1031,0.89
IGF1,COM00004345,16666,0.89
SIR1,COM00000850,3662,0.89
SIR1,COM00005500,444863,0.89
SIR1,COM00002122,46937002,0.88
SIR1,COM00001123,264,0.88
SIR2,COM00000671,936,0.88
SIR2,COM00001188,6037,0.87
IGF1,COM00002122,46937002,0.87
SIR1,COM00000369,46936757,0.86
CDN2A,COM00002234,702,0.86
BECN1,COM00003588,10836,0.86
SIR1,COM00003297,3776,0.86
BECN1,COM00003181,12530,0.86
BECN1,COM00002278,3893,0.86
BECN1,COM00000363,2969,0.86
BECN1,COM00006608,1174,0.86
BECN1,COM00004908,379,0.86
SIR1,COM00003488,637517,0.85
IGF1,COM00004258,439260,0.85
SIR1,COM00000014,6089,0.85
SIR2,COM00000205,2519,0.85
SIR1,COM00004713,7054,0.84
SIR1,COM00004376,2353,0.84
CDN2A,COM00005149,942,0.84
SIR1,COM00002137,6912,0.83
SIR1,COM00005895,5281855,0.83
IGF1,COM00000996,6137,0.83
BECN1,COM00001123,264,0.83
SIR3,COM00001188,6037,0.83
SIR1,COM00004930,5280795,0.82
SIR1,COM00004398,46936193,0.82
SIR1,COM00001997,5870,0.82
SIR1,COM00004629,5283731,0.81
IGF1,COM00002234,702,0.81
SIR1,COM00000994,5280934,0.81
SIR1,COM00002683,7991,0.81
SIR1,COM00004134,5429,0.81
SIR1,COM00006167,9996708,0.81
BECN1,COM00001237,5280863,0.81
SIR1,COM00006234,5282745,0.81
IGF1,COM00005174,681,0.8
CDN2A,COM00000666,445154,0.79
SIR1,COM00001188,6037,0.79
SIR1,COM00001719,443884,0.79
IGF1,COM00005149,942,0.79
SIR3,COM00000671,936,0.79
SIR1,COM00006015,6054,0.79
IGF1,COM00004629,5283731,0.78
SIR1,COM00005155,3007,0.78
SIR1,COM00002001,3182,0.78
CDN2A,COM00001188,6037,0.78
SIR1,COM00004835,743,0.78
BECN1,COM00001188,6037,0.78
BECN1,COM00002234,702,0.77
SIR1,COM00004325,5326566,0.77
SIR1,COM00003265,119205,0.77
SIR3,COM00004018,25322948,0.77
SIR1,COM00001891,60961,0.77
SIR1,COM00000758,1060,0.76
BECN1,COM00004561,46936484,0.76
SIR1,COM00000890,2153,0.76
KLOT,COM00002234,702,0.76
SIR1,COM00004524,448751,0.75
SIR1,COM00000675,1130,0.75
SIR4,COM00001188,6037,0.75
SIR3,COM00004376,2353,0.75
SIR5,COM00005599,3715,0.75
SIR3,COM00000996,6137,0.75
SIR3,COM00004948,24417,0.74
SIR1,COM00005174,681,0.74
IGF1,COM00002627,6013,0.74
SIR3,COM00000666,445154,0.73
SIR1,COM00005095,9294,0.73
IGF1,COM00006114,5978,0.73
BECN1,COM00005155,3007,0.73
IGF1,COM00003218,440995,0.73
SIR1,COM00002929,14985,0.73
SIR1,COM00003218,440995,0.73
CDN2A,COM00000671,936,0.72
IGF1,COM00000058,5280343,0.72
IGF1,COM00004948,24417,0.72
SIR1,COM00001038,6581,0.72
SIR1,COM00004185,7997,0.72
IGF1,COM00004561,46936484,0.72
SIR1,COM00006492,311,0.72
BECN1,COM00002683,7991,0.72
BECN1,COM00002659,10430,0.72
IGF1,COM00001123,264,0.72
SIR1,COM00000076,54675858,0.71
KLOT,COM00004258,439260,0.71
KLOT,COM00000278,14969,0.71
KLOT,COM00004930,5280795,0.71
IGF1,COM00005599,3715,0.71
SIR1,COM00005845,5288826,0.71
SIR2,COM00005155,3007,0.71
SIR2,COM00000666,445154,0.71
BECN1,COM00004077,1135,0.71
SIR1,COM00002278,3893,0.71
SIR1,COM00004908,379,0.71
SIR1,COM00003181,12530,0.71
SIR1,COM00000837,72281,0.71
SIR1,COM00000363,2969,0.71
BECN1,COM00002226,612,0.71
SIR3,COM00000837,72281,0.7
CDN2A,COM00001123,264,0.7
SIR2,COM00004625,33032,0.7
SIR1,COM00004258,439260,0.7
SIR1,COM00004561,46936484,0.7
SIR2,COM00004134,5429,0.7
BECN1,COM00005599,3715,0.69
SIR1,COM00006100,441074,0.69
SIR1,COM00004345,16666,0.69
SIR1,COM00002335,3034034,0.69
SIR1,COM00004262,1549107,0.69
BECN1,COM00005439,79034,0.69
CDN2A,COM00001891,60961,0.69
SIR1,COM00000998,1110,0.69
IGF1,COM00004625,33032,0.69
SIR1,COM00002768,12620,0.69
SIR4,COM00005599,3715,0.69
SIR1,COM00004018,25322948,0.68
CDN2A,COM00000058,5280343,0.68
SIR1,COM00003107,6128,0.68
SIR1,COM00000516,5994,0.68
IGF1,COM00002768,12620,0.68
BECN1,COM00001306,385,0.68
IGF1,COM00000037,241903,0.67
BECN1,COM00006492,311,0.67
SIR1,COM00000101,439685,0.67
SIR1,COM00000320,107971,0.67
SIR1,COM00005439,79034,0.66
SIR5,COM00003588,10836,0.66
SIR3,COM00000205,2519,0.66
IGF1,COM00001233,1031,0.66
SIR1,COM00000140,1123,0.66
BECN1,COM00000205,2519,0.66
BECN1,COM00005149,942,0.66
SIR1,COM00002226,612,0.65
KLOT,COM00001188,6037,0.65
BECN1,COM00004406,54670067,0.65
SIR1,COM00005017,11047943,0.65
BECN1,COM00002768,12620,0.65
IGF1,COM00006608,1174,0.65
SIR1,COM00001306,385,0.65
SIR3,COM00002234,702,0.65
SIR1,COM00001634,971,0.65
IGF1,COM00004930,5280795,0.65
BECN1,COM00000996,6137,0.65
IGF1,COM00003354,790,0.63
SIR4,COM00000666,445154,0.63
BECN1,COM00004524,448751,0.63
KLOT,COM00000671,936,0.63
CDN2A,COM00004625,33032,0.62
BECN1,COM00003074,439246,0.62
BECN1,COM00000998,1110,0.62
SIR1,COM00002927,445354,0.62
SIR1,COM00004411,6140,0.61
IGF1,COM00002659,10430,0.61
BECN1,COM00000666,445154,0.61
SIR1,COM00003201,10235,0.61
BECN1,COM00002137,6912,0.61
BECN1,COM00006123,1176,0.61
IGF1,COM00003297,3776,0.61
SIR1,COM00003179,243,0.61
SIR1,COM00004623,493570,0.6
SIR1,COM00002956,46936492,0.6
SIR5,COM00000666,445154,0.6
CDN2A,COM00002631,785,0.6
SIR1,COM00000117,3631,0.6
SIR1,COM00003206,6047,0.59
BECN1,COM00004345,16666,0.59
CDN2A,COM00002659,10430,0.59
SIR1,COM00002954,7478,0.59
BECN1,COM00005895,5281855,0.59
SIR3,COM00001891,60961,0.59
IGF1,COM00004406,54670067,0.59
SIR1,COM00000995,6057,0.59
SIR2,COM00001192,6305,0.58
SIR1,COM00001076,6021,0.58
IGF1,COM00001188,6037,0.58
KLOT,COM00000890,2153,0.58
IGF1,COM00006123,1176,0.58
SIR2,COM00001719,443884,0.58
SIR1,COM00004003,1491,0.57
BECN1,COM00004930,5280795,0.57
CDN2A,COM00003588,10836,0.57
BECN1,COM00004134,5429,0.57
KLOT,COM00001191,5862,0.57
SIR1,COM00005220,19,0.56
SIR1,COM00004327,760,0.56
IGF1,COM00002683,7991,0.56
SIR1,COM00005361,10133,0.56
SIR1,COM00000098,757,0.56
BECN1,COM00001997,5870,0.56
KLOT,COM00004629,5283731,0.56
SIR1,COM00002046,221493,0.56
SIR1,COM00005101,31401,0.56
BECN1,COM00004948,24417,0.56
SIR4,COM00002728,26470759,0.55
SIR4,COM00001467,441478,0.55
CDN2A,COM00002683,7991,0.55
SIR1,COM00004927,1054,0.54
IGF1,COM00002137,6912,0.54
BECN1,COM00001233,1031,0.54
SIR1,COM00005189,47936,0.54
SIR1,COM00006267,998,0.54
BECN1,COM00000140,1123,0.54
IGF1,COM00000718,5280961,0.53
CDN2A,COM00002989,3000346,0.53
IGF1,COM00001891,60961,0.53
SIR1,COM00005421,955,0.53
BECN1,COM00005845,5288826,0.53
SIR1,COM00001194,6288,0.53
SIR1,COM00001753,1005,0.53
IGF1,COM00005095,9294,0.53
BECN1,COM00002728,26470759,0.52
BECN1,COM00001467,441478,0.52
SIR1,COM00002178,145742,0.52
SIR1,COM00000671,936,0.52
BECN1,COM00003354,790,0.52
IGF1,COM00006167,9996708,0.51
IGF1,COM00004927,1054,0.51
SIR2,COM00000890,2153,0.51
SIR1,COM00004373,31721,0.51
SIR4,COM00000890,2153,0.51
IGF1,COM00000369,46936757,0.51
SIR1,COM00000748,6274,0.51
SIR1,COM00004237,239,0.5
SIR2,COM00002001,3182,0.5
SIR1,COM00004077,1135,0.5
BECN1,COM00004629,5283731,0.5
SIR1,COM00004622,6106,0.5
BECN1,COM00002929,14985,0.5
BECN1,COM00003297,3776,0.5
SIR5,COM00003549,46936732,0.49
SIR1,COM00004406,54670067,0.49
SIR1,COM00004625,33032,0.49
SIR1,COM00006608,1174,0.49
SIR1,COM00000993,5951,0.49
IGF1,COM00000101,439685,0.48
CDN2A,COM00005979,938,0.48
SIR1,COM00005979,938,0.48
SIR2,COM00005149,942,0.48
SIR4,COM00004134,5429,0.48
SIR1,COM00004923,6287,0.47
BECN1,COM00005095,9294,0.47
BECN1,COM00000583,6590,0.47
SIR1,COM00000278,14969,0.47
BECN1,COM00001111,453551,0.47
BECN1,COM00003549,46936732,0.47
SIR2,COM00000014,6089,0.47
IGF1,COM00003181,12530,0.47
IGF1,COM00004908,379,0.47
SIR1,COM00002896,338,0.47
BECN1,COM00005189,47936,0.47
IGF1,COM00001237,5280863,0.47
IGF1,COM00002278,3893,0.47
IGF1,COM00004373,31721,0.47
IGF1,COM00003206,6047,0.47
IGF1,COM00000363,2969,0.47
SIR1,COM00004056,2230,0.46
BECN1,COM00002989,3000346,0.46
SIR2,COM00004524,448751,0.46
IGF1,COM00004077,1135,0.46
BECN1,COM00001180,2879,0.46
SIR5,COM00001192,6305,0.46
SIR1,COM00004628,750,0.46
BECN1,COM00002175,190,0.46
SIR1,COM00003147,440473,0.46
SIR4,COM00001192,6305,0.46
SIR4,COM00003549,46936732,0.45
CDN2A,COM00001111,453551,0.45
SIR2,COM00004325,5326566,0.45
KLOT,COM00000205,2519,0.45
SIR1,COM00005892,3532,0.45
KLOT,COM00006608,1174,0.45
KLOT,COM00004134,5429,0.45
SIR3,COM00004134,5429,0.45
BECN1,COM00002001,3182,0.45
SIR1,COM00005088,6267,0.44
SIR2,COM00000748,6274,0.44
BECN1,COM00005017,11047943,0.44
SIR1,COM00006123,1176,0.44
BECN1,COM00000758,1060,0.44
CDN2A,COM00005421,955,0.43
IGF1,COM00002175,190,0.43
BECN1,COM00000459,1045,0.43
SIR3,COM00002001,3182,0.43
IGF1,COM00006015,6054,0.43
SIR1,COM00005448,444294,0.43
CDN2A,COM00001695,289,0.43
CDN2A,COM00001233,1031,0.43
IGF1,COM00000583,6590,0.42
SIR4,COM00000205,2519,0.42
IGF1,COM00001997,5870,0.42
KLOT,COM00001233,1031,0.42
SIR1,COM00002175,190,0.42
KLOT,COM00001195,9750,0.42
SIR1,COM00004922,5950,0.42
IGF1,COM00003549,46936732,0.42
BECN1,COM00000098,757,0.42
IGF1,COM00000998,1110,0.42
BECN1,COM00001753,1005,0.41
SIR1,COM00003549,46936732,0.41
BECN1,COM00004730,342,0.41
IGF1,COM00005500,444863,0.41
CDN2A,COM00003297,3776,0.41
SIR2,COM00003549,46936732,0.41
SIR1,COM00001195,9750,0.41
IGF1,COM00001695,289,0.41
KLOT,COM00000459,1045,0.4
SIR1,COM00001467,441478,0.4
BECN1,COM00006114,5978,0.4
BECN1,COM00001194,6288,0.4
BECN1,COM00004373,31721,0.4
BECN1,COM00004835,743,0.4
CDN2A,COM00000583,6590,0.4
IGF1,COM00001753,1005,0.4
SIR5,COM00005155,3007,0.4
BECN1,COM00004927,1054,0.4
IGF1,COM00002927,445354,0.4
SIR1,COM00002728,26470759,0.4
SIR2,COM00000675,1130,0.4
SIR1,COM00004873,8969,0.4
BECN1,COM00000718,5280961,0.4
IGF1,COM00000675,1130,0.4
SIR3,COM00003549,46936732,0.4
KLOT,COM00003297,3776,0.39
SIR2,COM00005599,3715,0.39
KLOT,COM00000993,5951,0.39
BECN1,COM00003265,119205,0.39
IGF1,COM00001306,385,0.39
BECN1,COM00005174,681,0.39
BECN1,COM00000014,6089,0.39
CDN2A,COM00005155,3007,0.39
KLOT,COM00004628,750,0.39
CDN2A,COM00004835,743,0.39
BECN1,COM00000890,2153,0.38
SIR1,COM00004948,24417,0.38
BECN1,COM00000037,241903,0.38
SIR4,COM00002001,3182,0.38
BECN1,COM00002939,199,0.38
BECN1,COM00000076,54675858,0.38
CDN2A,COM00004018,25322948,0.38
SIR3,COM00002728,26470759,0.37
BECN1,COM00000748,6274,0.37
BECN1,COM00001695,289,0.37
SIR3,COM00004398,46936193,0.37
CDN2A,COM00006492,311,0.37
BECN1,COM00004185,7997,0.37
BECN1,COM00001038,6581,0.37
BECN1,COM00005500,444863,0.37
BECN1,COM00006167,9996708,0.37
SIR3,COM00001467,441478,0.37
IGF1,COM00005448,444294,0.37
BECN1,COM00006015,6054,0.37
SIR1,COM00001628,3000322,0.37
BECN1,COM00000850,3662,0.37
SIR1,COM00000039,174174,0.36
BECN1,COM00000278,14969,0.36
BECN1,COM00003147,440473,0.36
SIR2,COM00004713,7054,0.36
SIR1,COM00001865,154417,0.36
SIR2,COM00001106,8617,0.36
IGF1,COM00004835,743,0.36
BECN1,COM00004622,6106,0.36
IGF1,COM00000278,14969,0.36
BECN1,COM00002627,6013,0.36
CDN2A,COM00001467,441478,0.36
CDN2A,COM00002728,26470759,0.36
SIR2,COM00006114,5978,0.36
BECN1,COM00000117,3631,0.36
BECN1,COM00004258,439260,0.36
SIR2,COM00000117,3631,0.36
CDN2A,COM00004373,31721,0.35
BECN1,COM00006100,441074,0.35
CDN2A,COM00002175,190,0.35
IGF1,COM00000850,3662,0.35
IGF1,COM00004730,342,0.35
BECN1,COM00003201,10235,0.35
BECN1,COM00002335,3034034,0.35
CDN2A,COM00004927,1054,0.35
KLOT,COM00002939,199,0.35
IGF1,COM00005421,955,0.35
CDN2A,COM00000748,6274,0.35
SIR3,COM00006608,1174,0.35
KLOT,COM00004077,1135,0.35
SIR5,COM00001188,6037,0.35
KLOT,COM00005895,5281855,0.34
SIR3,COM00005149,942,0.34
KLOT,COM00004922,5950,0.34
CDN2A,COM00000098,757,0.34
SIR4,COM00000278,14969,0.34
SIR5,COM00003354,790,0.34
BECN1,COM00000198,5770,0.34
CDN2A,COM00004345,16666,0.34
SIR1,COM00004404,5960,0.34
BECN1,COM00004056,2230,0.34
KLOT,COM00006123,1176,0.34
SIR3,COM00002175,190,0.33
BECN1,COM00004923,6287,0.33
IGF1,COM00002929,14985,0.33
BECN1,COM00005892,3532,0.33
BECN1,COM00004376,2353,0.33
SIR2,COM00004623,493570,0.33
BECN1,COM00002956,46936492,0.33
CDN2A,COM00001634,971,0.33
IGF1,COM00004873,8969,0.33
KLOT,COM00002178,145742,0.33
SIR3,COM00006492,311,0.33
KLOT,COM00005088,6267,0.33
BECN1,COM00002954,7478,0.33
SIR3,COM00001191,5862,0.33
IGF1,COM00005890,647,0.32
IGF1,COM00005439,79034,0.32
SIR3,COM00001233,1031,0.32
SIR5,COM00001106,8617,0.32
BECN1,COM00005448,444294,0.32
SIR1,COM00006114,5978,0.32
SIR2,COM00003201,10235,0.32
SIR4,COM00002175,190,0.32
SIR2,COM00000037,241903,0.32
SIR1,COM00000996,6137,0.32
CDN2A,COM00000675,1130,0.32
IGF1,COM00004628,750,0.32
KLOT,COM00004948,24417,0.32
CDN2A,COM00004077,1135,0.31
KLOT,COM00004237,239,0.31
SIR2,COM00004873,8969,0.31
SIR2,COM00000198,5770,0.31
IGF1,COM00000320,107971,0.31
KLOT,COM00000101,439685,0.31
BECN1,COM00004623,493570,0.31
BECN1,COM00002631,785,0.31
CDN2A,COM00003549,46936732,0.31
CDN2A,COM00006123,1176,0.31
SIR1,COM00001191,5862,0.31
CDN2A,COM00000198,5770,0.31
KLOT,COM00002001,3182,0.31
KLOT,COM00005174,681,0.3
CDN2A,COM00005088,6267,0.3
SIR5,COM00000278,14969,0.3
BECN1,COM00004873,8969,0.3
IGF1,COM00002178,145742,0.3
IGF1,COM00001038,6581,0.3
BECN1,COM00005890,647,0.3
SIR3,COM00000278,14969,0.3
CDN2A,COM00005448,444294,0.3
IGF1,COM00005895,5281855,0.3
IGF1,COM00000516,5994,0.3
IGF1,COM00002631,785,0.29
BECN1,COM00006107,446220,0.29
IGF1,COM00001195,9750,0.29
SIR3,COM00000675,1130,0.29
IGF1,COM00006492,311,0.29
IGF1,COM00005361,10133,0.29
BECN1,COM00004237,239,0.29
SIR1,COM00001106,8617,0.29
IGF1,COM00005101,31401,0.29
CDN2A,COM00006608,1174,0.29
IGF1,COM00005017,11047943,0.29
SIR2,COM00000101,439685,0.29
SIR3,COM00006123,1176,0.29
BECN1,COM00000675,1130,0.29
CDN2A,COM00004327,760,0.29
IGF1,COM00002046,221493,0.29
SIR1,COM00002989,3000346,0.29
CDN2A,COM00005189,47936,0.28
SIR1,COM00006107,446220,0.28
SIR3,COM00003297,3776,0.28
KLOT,COM00003549,46936732,0.28
IGF1,COM00003265,119205,0.28
BECN1,COM00001195,9750,0.28
IGF1,COM00000995,6057,0.28
SIR2,COM00005088,6267,0.28
SIR3,COM00004077,1135,0.28
BECN1,COM00000101,439685,0.28
SIR1,COM00001192,6305,0.28
SIR1,COM00005890,647,0.28
SIR4,COM00001111,453551,0.28
SIR4,COM00002989,3000346,0.28
CDN2A,COM00005895,5281855,0.28
SIR1,COM00001111,453551,0.28
CDN2A,COM00000998,1110,0.28
KLOT,COM00005892,3532,0.27
BECN1,COM00004628,750,0.27
KLOT,COM00004908,379,0.27
SIR1,COM00004410,5962,0.27
IGF1,COM00004185,7997,0.27
BECN1,COM00003206,6047,0.27
KLOT,COM00003181,12530,0.27
SIR5,COM00004524,448751,0.27
KLOT,COM00000363,2969,0.27
KLOT,COM00002278,3893,0.27
SIR5,COM00002175,190,0.27
IGF1,COM00002001,3182,0.27
SIR3,COM00001111,453551,0.27
SIR3,COM00000320,107971,0.27
SIR2,COM00003147,440473,0.27
BECN1,COM00000993,5951,0.27
KLOT,COM00001117,1102,0.27
SIR3,COM00002989,3000346,0.26
IGF1,COM00004376,2353,0.26
CDN2A,COM00004524,448751,0.26
SIR4,COM00005421,955,0.26
BECN1,COM00004410,5962,0.26
CDN2A,COM00002137,6912,0.26
SIR2,COM00001997,5870,0.26
CDN2A,COM00005174,681,0.26
