protein,com_id,com_pubchem_id,prob
SIR5,COM00001076,6021,0.06
CDN2A,COM00004407,1103,0.06
SIR3,COM00001117,1102,0.06
SIR4,COM00000671,936,0.06
SIR3,COM00004327,760,0.06
CDN2A,COM00002939,199,0.06
SIR2,COM00000837,72281,0.06
SIR2,COM00000995,6057,0.06
SIR4,COM00000014,6089,0.06
SIR4,COM00000583,6590,0.06
SIR3,COM00004623,493570,0.06
SIR4,COM00001719,443884,0.06
KLOT,COM00001628,3000322,0.06
SIR5,COM00003218,440995,0.06
CDN2A,COM00000076,54675858,0.06
CDN2A,COM00001719,443884,0.05
SIR5,COM00000994,5280934,0.05
SIR3,COM00000198,5770,0.05
SIR5,COM00006234,5282745,0.05
SIR4,COM00002956,46936492,0.05
SIR3,COM00005361,10133,0.05
KLOT,COM00004623,493570,0.05
SIR4,COM00000098,757,0.05
SIR3,COM00005101,31401,0.05
SIR5,COM00004411,6140,0.05
BECN1,COM00001106,8617,0.05
SIR3,COM00004056,2230,0.05
CDN2A,COM00000369,46936757,0.05
SIR4,COM00005149,942,0.05
SIR5,COM00001111,453551,0.05
CDN2A,COM00000758,1060,0.05
SIR2,COM00000076,54675858,0.05
SIR2,COM00001191,5862,0.05
SIR5,COM00004373,31721,0.05
SIR5,COM00000993,5951,0.05
KLOT,COM00000076,54675858,0.05
SIR5,COM00003488,637517,0.05
KLOT,COM00003107,6128,0.05
SIR3,COM00002046,221493,0.05
SIR2,COM00000098,757,0.05
SIR4,COM00003265,119205,0.05
SIR2,COM00004185,7997,0.05
SIR2,COM00004835,743,0.05
CDN2A,COM00000459,1045,0.05
SIR3,COM00002178,145742,0.05
IGF1,COM00001106,8617,0.05
KLOT,COM00000039,174174,0.05
SIR5,COM00004185,7997,0.05
CDN2A,COM00002954,7478,0.05
SIR3,COM00000117,3631,0.05
KLOT,COM00000516,5994,0.05
KLOT,COM00001865,154417,0.05
SIR5,COM00005500,444863,0.05
SIR5,COM00002234,702,0.05
KLOT,COM00001997,5870,0.05
SIR2,COM00001628,3000322,0.05
SIR4,COM00004561,46936484,0.05
SIR5,COM00002178,145742,0.05
SIR3,COM00000459,1045,0.05
SIR5,COM00006107,446220,0.05
SIR3,COM00000014,6089,0.05
SIR4,COM00000140,1123,0.05
BCL2,COM00000671,936,0.04
SIR3,COM00006158,1032,0.04
SIR3,COM00006234,5282745,0.04
SIR3,COM00003074,439246,0.04
SIR5,COM00003265,119205,0.04
SIR4,COM00003206,6047,0.04
SIR4,COM00006100,441074,0.04
CDN2A,COM00004629,5283731,0.04
SIR4,COM00004622,6106,0.04
CDN2A,COM00002122,46937002,0.04
SIR5,COM00004625,33032,0.04
SIR3,COM00004373,31721,0.04
CDN2A,COM00001628,3000322,0.04
SIR5,COM00005890,647,0.04
SIR5,COM00002506,996,0.04
IGF1,COM00001117,1102,0.04
SIR2,COM00001634,971,0.04
SIR2,COM00004948,24417,0.04
BCL2,COM00003549,46936732,0.04
SIR4,COM00002335,3034034,0.04
SIR4,COM00001628,3000322,0.04
SIR5,COM00004623,493570,0.04
SIR2,COM00000996,6137,0.04
SIR2,COM00002137,6912,0.04
SIR2,COM00006267,998,0.04
KLOT,COM00004561,46936484,0.04
SIR5,COM00004835,743,0.04
KLOT,COM00003179,243,0.04
SIR2,COM00005189,47936,0.04
SIR5,COM00001123,264,0.04
SIR2,COM00004327,760,0.04
SIR5,COM00006158,1032,0.04
SIR4,COM00000101,439685,0.04
SIR2,COM00001076,6021,0.04
SIR4,COM00003179,243,0.04
SIR2,COM00002989,3000346,0.04
SIR5,COM00001038,6581,0.04
SIR3,COM00003488,637517,0.04
SIR5,COM00004923,6287,0.04
SIR2,COM00000459,1045,0.04
SIR4,COM00004835,743,0.04
SIR3,COM00000994,5280934,0.04
SIR2,COM00000058,5280343,0.04
SIR2,COM00006020,5281672,0.04
SIR4,COM00001634,971,0.04
KLOT,COM00004018,25322948,0.03
SIR5,COM00000039,174174,0.03
CDN2A,COM00003488,637517,0.03
SIR4,COM00004185,7997,0.03
SIR4,COM00000850,3662,0.03
KLOT,COM00002728,26470759,0.03
SIR3,COM00000995,6057,0.03
SIR5,COM00002335,3034034,0.03
SIR3,COM00004262,1549107,0.03
BCL2,COM00000278,14969,0.03
SIR5,COM00004258,439260,0.03
SIR4,COM00001753,1005,0.03
SIR2,COM00006492,311,0.03
SIR2,COM00002768,12620,0.03
SIR2,COM00004345,16666,0.03
SIR5,COM00005448,444294,0.03
SIR4,COM00003218,440995,0.03
SIR2,COM00003179,243,0.03
SIR4,COM00004406,54670067,0.03
SIR4,COM00004003,1491,0.03
SIR5,COM00003297,3776,0.03
KLOT,COM00000718,5280961,0.03
BCL2,COM00004623,493570,0.03
CDN2A,COM00000994,5280934,0.03
SIR5,COM00004410,5962,0.03
SIR4,COM00005892,3532,0.03
SIR5,COM00002627,6013,0.03
SIR3,COM00001038,6581,0.03
CDN2A,COM00004376,2353,0.03
SIR4,COM00005895,5281855,0.03
BCL2,COM00004325,5326566,0.03
SIR3,COM00002506,996,0.03
SIR5,COM00006100,441074,0.03
SIR5,COM00006167,9996708,0.03
SIR4,COM00001123,264,0.03
SIR3,COM00006267,998,0.03
SIR5,COM00001233,1031,0.03
SIR3,COM00004407,1103,0.03
CDN2A,COM00005845,5288826,0.03
CDN2A,COM00006234,5282745,0.03
SIR2,COM00005845,5288826,0.03
SIR4,COM00003488,637517,0.03
SIR2,COM00005890,647,0.03
SIR5,COM00005895,5281855,0.03
KLOT,COM00003354,790,0.03
CDN2A,COM00004930,5280795,0.03
SIR4,COM00000994,5280934,0.03
SIR3,COM00000850,3662,0.03
SIR4,COM00004923,6287,0.03
IGF1,COM00004407,1103,0.03
KLOT,COM00004411,6140,0.03
SIR3,COM00001192,6305,0.03
SIR5,COM00001634,971,0.03
SIR5,COM00006492,311,0.03
SIR5,COM00005189,47936,0.03
KLOT,COM00001467,441478,0.03
SIR5,COM00004404,5960,0.03
KLOT,COM00004713,7054,0.03
SIR4,COM00006234,5282745,0.03
SIR3,COM00004873,8969,0.03
SIR3,COM00005845,5288826,0.03
BCL2,COM00001891,60961,0.03
CDN2A,COM00003354,790,0.03
SIR5,COM00001865,154417,0.03
SIR4,COM00003588,10836,0.02
SIR4,COM00004398,46936193,0.02
SIR5,COM00000758,1060,0.02
SIR4,COM00004948,24417,0.02
SIR4,COM00004628,750,0.02
SIR5,COM00004056,2230,0.02
SIR5,COM00000995,6057,0.02
SIR5,COM00001467,441478,0.02
SIR4,COM00002927,445354,0.02
SIR4,COM00004629,5283731,0.02
SIR4,COM00006015,6054,0.02
SIR3,COM00003206,6047,0.02
SIR4,COM00000998,1110,0.02
SIR4,COM00005979,938,0.02
SIR4,COM00001180,2879,0.02
SIR4,COM00002226,612,0.02
SIR5,COM00005421,955,0.02
SIR5,COM00001891,60961,0.02
SIR4,COM00004404,5960,0.02
SIR5,COM00004018,25322948,0.02
SIR3,COM00005095,9294,0.02
SIR5,COM00004327,760,0.02
SIR4,COM00000996,6137,0.02
SIR4,COM00004056,2230,0.02
SIR5,COM00000098,757,0.02
SIR5,COM00002728,26470759,0.02
SIR5,COM00001753,1005,0.02
SIR5,COM00000369,46936757,0.02
SIR5,COM00005845,5288826,0.02
SIR3,COM00004003,1491,0.02
KLOT,COM00000758,1060,0.02
SIR2,COM00006158,1032,0.02
KLOT,COM00002954,7478,0.02
SIR2,COM00002226,612,0.02
BCL2,COM00004077,1135,0.02
SIR2,COM00005500,444863,0.02
SIR2,COM00006167,9996708,0.02
CDN2A,COM00006267,998,0.02
CDN2A,COM00004262,1549107,0.02
BCL2,COM00006608,1174,0.02
SIR2,COM00002954,7478,0.02
BCL2,COM00001111,453551,0.02
SIR2,COM00006107,446220,0.02
KLOT,COM00003265,119205,0.02
SIR2,COM00001753,1005,0.02
BCL2,COM00002001,3182,0.02
BCL2,COM00005149,942,0.02
KLOT,COM00005845,5288826,0.02
KLOT,COM00004373,31721,0.02
BCL2,COM00002989,3000346,0.02
KLOT,COM00006107,446220,0.02
KLOT,COM00000198,5770,0.02
KLOT,COM00005220,19,0.02
KLOT,COM00000837,72281,0.02
KLOT,COM00004873,8969,0.02
KLOT,COM00006020,5281672,0.02
KLOT,COM00001891,60961,0.02
SIR2,COM00000039,174174,0.02
SIR2,COM00001865,154417,0.02
SIR3,COM00001237,5280863,0.02
SIR3,COM00003354,790,0.02
BCL2,COM00004927,1054,0.02
SIR3,COM00000058,5280343,0.02
SIR3,COM00000369,46936757,0.02
SIR3,COM00002954,7478,0.02
SIR2,COM00000850,3662,0.02
SIR3,COM00006020,5281672,0.02
BCL2,COM00000205,2519,0.02
SIR3,COM00002226,612,0.02
SIR3,COM00000718,5280961,0.02
SIR3,COM00002927,445354,0.02
SIR2,COM00000758,1060,0.01
SIR4,COM00005155,3007,0.01
SIR4,COM00000837,72281,0.01
SIR5,COM00002896,338,0.01
SIR5,COM00001180,2879,0.01
BCL2,COM00005979,938,0.01
SIR2,COM00005448,444294,0.01
SIR3,COM00000039,174174,0.01
IGF1,COM00002896,338,0.01
SIR3,COM00004629,5283731,0.01
SIR2,COM00000320,107971,0.01
SIR5,COM00005220,19,0.01
BCL2,COM00006100,441074,0.01
BCL2,COM00002175,190,0.01
KLOT,COM00002896,338,0.01
SIR2,COM00004398,46936193,0.01
SIR2,COM00002122,46937002,0.01
BCL2,COM00002627,6013,0.01
SIR3,COM00005220,19,0.01
BCL2,COM00001467,441478,0.01
BCL2,COM00003206,6047,0.01
SIR5,COM00002956,46936492,0.01
SIR5,COM00004237,239,0.01
BCL2,COM00004948,24417,0.01
BCL2,COM00004873,8969,0.01
BCL2,COM00003354,790,0.01
BCL2,COM00000996,6137,0.01
KLOT,COM00004003,1491,0.01
SIR5,COM00002927,445354,0.01
SIR3,COM00004411,6140,0.01
BCL2,COM00005890,647,0.01
SIR3,COM00001865,154417,0.01
SIR4,COM00001038,6581,0.01
CDN2A,COM00001106,8617,0.01
SIR3,COM00006107,446220,0.01
SIR5,COM00002226,612,0.01
SIR5,COM00000998,1110,0.01
SIR5,COM00000459,1045,0.01
SIR3,COM00002122,46937002,0.01
BCL2,COM00004406,54670067,0.01
SIR2,COM00000369,46936757,0.01
SIR5,COM00001628,3000322,0.01
SIR4,COM00006107,446220,0.01
BCL2,COM00000675,1130,0.01
SIR4,COM00002896,338,0.01
SIR2,COM00000583,6590,0.01
BCL2,COM00002335,3034034,0.01
SIR2,COM00003218,440995,0.01
CDN2A,COM00004398,46936193,0.01
SIR2,COM00004262,1549107,0.01
BCL2,COM00001195,9750,0.01
BCL2,COM00002956,46936492,0.01
BCL2,COM00004134,5429,0.01
BCL2,COM00006114,5978,0.01
SIR5,COM00002954,7478,0.01
BCL2,COM00000037,241903,0.01
SIR5,COM00002768,12620,0.01
BCL2,COM00000198,5770,0.01
SIR4,COM00000320,107971,0.01
SIR4,COM00005088,6267,0.01
SIR5,COM00000671,936,0.01
SIR2,COM00004561,46936484,0.01
BCL2,COM00005599,3715,0.01
SIR5,COM00001117,1102,0.01
SIR3,COM00002896,338,0.01
CDN2A,COM00000320,107971,0.01
SIR4,COM00002122,46937002,0.01
SIR4,COM00000369,46936757,0.01
SIR2,COM00004406,54670067,0.01
BCL2,COM00002728,26470759,0.01
SIR5,COM00006267,998,0.01
SIR3,COM00000758,1060,0.01
SIR4,COM00000718,5280961,0.01
SIR4,COM00005220,19,0.01
SIR2,COM00002927,445354,0.01
CDN2A,COM00001192,6305,0.01
SIR4,COM00004625,33032,0.01
CDN2A,COM00002896,338,0.01
SIR5,COM00004922,5950,0.01
SIR5,COM00004629,5283731,0.0
BCL2,COM00004056,2230,0.0
BCL2,COM00002178,145742,0.0
BCL2,COM00005892,3532,0.0
BCL2,COM00002137,6912,0.0
BCL2,COM00004908,379,0.0
SIR5,COM00004406,54670067,0.0
BCL2,COM00004524,448751,0.0
BCL2,COM00002927,445354,0.0
BCL2,COM00001233,1031,0.0
BCL2,COM00001076,6021,0.0
BCL2,COM00004411,6140,0.0
BCL2,COM00001865,154417,0.0
BCL2,COM00004922,5950,0.0
SIR5,COM00006020,5281672,0.0
BCL2,COM00004237,239,0.0
BCL2,COM00004622,6106,0.0
BCL2,COM00004923,6287,0.0
BCL2,COM00001194,6288,0.0
BCL2,COM00000993,5951,0.0
BCL2,COM00004404,5960,0.0
SIR5,COM00003179,243,0.0
BCL2,COM00000837,72281,0.0
BCL2,COM00000995,6057,0.0
BCL2,COM00002226,612,0.0
SIR5,COM00004628,750,0.0
BCL2,COM00000014,6089,0.0
BCL2,COM00006492,311,0.0
BCL2,COM00004930,5280795,0.0
BCL2,COM00004629,5283731,0.0
BCL2,COM00004345,16666,0.0
SIR5,COM00000837,72281,0.0
SIR5,COM00004930,5280795,0.0
BCL2,COM00002631,785,0.0
BCL2,COM00005895,5281855,0.0
BCL2,COM00001192,6305,0.0
BCL2,COM00003297,3776,0.0
BCL2,COM00002234,702,0.0
BCL2,COM00006107,446220,0.0
BCL2,COM00001237,5280863,0.0
BCL2,COM00002896,338,0.0
BCL2,COM00002929,14985,0.0
SIR5,COM00004262,1549107,0.0
BCL2,COM00005448,444294,0.0
SIR5,COM00004003,1491,0.0
BCL2,COM00002768,12620,0.0
BCL2,COM00002278,3893,0.0
BCL2,COM00003074,439246,0.0
BCL2,COM00002506,996,0.0
BCL2,COM00003488,637517,0.0
BCL2,COM00003265,119205,0.0
BCL2,COM00006015,6054,0.0
BCL2,COM00000994,5280934,0.0
BCL2,COM00000758,1060,0.0
SIR5,COM00005017,11047943,0.0
BCL2,COM00003201,10235,0.0
BCL2,COM00000516,5994,0.0
BCL2,COM00000890,2153,0.0
BCL2,COM00000718,5280961,0.0
BCL2,COM00000076,54675858,0.0
SIR5,COM00003107,6128,0.0
BCL2,COM00004398,46936193,0.0
BCL2,COM00002122,46937002,0.0
BCL2,COM00000058,5280343,0.0
BCL2,COM00000320,107971,0.0
BCL2,COM00001695,289,0.0
BCL2,COM00000748,6274,0.0
SIR5,COM00002137,6912,0.0
BCL2,COM00005500,444863,0.0
BCL2,COM00004628,750,0.0
BCL2,COM00006167,9996708,0.0
BCL2,COM00005174,681,0.0
BCL2,COM00001634,971,0.0
BCL2,COM00001117,1102,0.0
BCL2,COM00003179,243,0.0
BCL2,COM00005421,955,0.0
BCL2,COM00004561,46936484,0.0
BCL2,COM00006267,998,0.0
SIR5,COM00000320,107971,0.0
BCL2,COM00004407,1103,0.0
BCL2,COM00002939,199,0.0
BCL2,COM00000459,1045,0.0
BCL2,COM00006020,5281672,0.0
BCL2,COM00001628,3000322,0.0
BCL2,COM00005439,79034,0.0
BCL2,COM00002046,221493,0.0
BCL2,COM00005101,31401,0.0
BCL2,COM00005361,10133,0.0
BCL2,COM00002954,7478,0.0
BCL2,COM00000998,1110,0.0
BCL2,COM00004625,33032,0.0
BCL2,COM00001191,5862,0.0
BCL2,COM00004410,5962,0.0
BCL2,COM00005088,6267,0.0
BCL2,COM00001306,385,0.0
SIR4,COM00005095,9294,0.0
BCL2,COM00004327,760,0.0
SIR4,COM00006020,5281672,0.0
SIR4,COM00004407,1103,0.0
SIR2,COM00004018,25322948,0.0
SIR4,COM00006267,998,0.0
SIR2,COM00001891,60961,0.0
SIR2,COM00005439,79034,0.0
SIR2,COM00002046,221493,0.0
SIR4,COM00001117,1102,0.0
SIR2,COM00005101,31401,0.0
SIR2,COM00005361,10133,0.0
SIR2,COM00000998,1110,0.0
SIR2,COM00001237,5280863,0.0
SIR2,COM00002896,338,0.0
SIR2,COM00002278,3893,0.0
SIR2,COM00003074,439246,0.0
SIR2,COM00003488,637517,0.0
SIR4,COM00002178,145742,0.0
SIR2,COM00000994,5280934,0.0
SIR2,COM00000516,5994,0.0
SIR2,COM00000718,5280961,0.0
BCL2,COM00000666,445154,0.0
SIR4,COM00004930,5280795,0.0
KLOT,COM00003588,10836,0.0
KLOT,COM00005155,3007,0.0
KLOT,COM00005095,9294,0.0
SIR4,COM00000995,6057,0.0
KLOT,COM00005017,11047943,0.0
SIR4,COM00000993,5951,0.0
SIR4,COM00001194,6288,0.0
SIR4,COM00004237,239,0.0
SIR4,COM00000459,1045,0.0
SIR2,COM00002728,26470759,0.0
SIR5,COM00000058,5280343,0.0
SIR2,COM00004908,379,0.0
SIR3,COM00001719,443884,0.0
SIR3,COM00001106,8617,0.0
SIR3,COM00004713,7054,0.0
SIR3,COM00004524,448751,0.0
SIR3,COM00005155,3007,0.0
SIR3,COM00003588,10836,0.0
SIR3,COM00004930,5280795,0.0
SIR2,COM00003107,6128,0.0
SIR2,COM00002627,6013,0.0
SIR4,COM00000516,5994,0.0
SIR2,COM00005017,11047943,0.0
SIR4,COM00000758,1060,0.0
SIR2,COM00001038,6581,0.0
SIR2,COM00001467,441478,0.0
SIR2,COM00004003,1491,0.0
SIR4,COM00003074,439246,0.0
SIR2,COM00003181,12530,0.0
SIR2,COM00002683,7991,0.0
SIR2,COM00002659,10430,0.0
SIR4,COM00001237,5280863,0.0
SIR2,COM00000363,2969,0.0
SIR4,COM00000058,5280343,0.0
SIR2,COM00006234,5282745,0.0
SIR2,COM00001123,264,0.0
SIR4,COM00001191,5862,0.0
SIR2,COM00001306,385,0.0
SIR2,COM00002956,46936492,0.0
SIR2,COM00004930,5280795,0.0
SIR2,COM00004629,5283731,0.0
SIR4,COM00004922,5950,0.0
SIR4,COM00001865,154417,0.0
SIR4,COM00004411,6140,0.0
KLOT,COM00004524,448751,0.0
SIR4,COM00003107,6128,0.0
BCL2,COM00003181,12530,0.0
BCL2,COM00006123,1176,0.0
SIR4,COM00005845,5288826,0.0
SIR5,COM00002122,46937002,0.0
SIR5,COM00004398,46936193,0.0
SIR5,COM00000076,54675858,0.0
SIR5,COM00000718,5280961,0.0
BCL2,COM00002683,7991,0.0
BCL2,COM00001106,8617,0.0
BCL2,COM00004258,439260,0.0
SIR5,COM00000516,5994,0.0
BCL2,COM00003218,440995,0.0
BCL2,COM00002659,10430,0.0
BCL2,COM00000583,6590,0.0
SIR5,COM00006015,6054,0.0
BCL2,COM00000363,2969,0.0
BCL2,COM00005220,19,0.0
BCL2,COM00000369,46936757,0.0
SIR5,COM00003074,439246,0.0
BCL2,COM00006158,1032,0.0
BCL2,COM00001180,2879,0.0
BCL2,COM00006234,5282745,0.0
BCL2,COM00000101,439685,0.0
BCL2,COM00005189,47936,0.0
SIR5,COM00001237,5280863,0.0
BCL2,COM00001123,264,0.0
BCL2,COM00004713,7054,0.0
BCL2,COM00004835,743,0.0
SIR4,COM00002627,6013,0.0
BCL2,COM00001719,443884,0.0
BCL2,COM00003147,440473,0.0
BCL2,COM00003588,10836,0.0
SIR4,COM00003354,790,0.0
KLOT,COM00000058,5280343,0.0
KLOT,COM00001237,5280863,0.0
SIR4,COM00004524,448751,0.0
KLOT,COM00003074,439246,0.0
SIR4,COM00006158,1032,0.0
CDN2A,COM00003074,439246,0.0
CDN2A,COM00000718,5280961,0.0
BCL2,COM00005845,5288826,0.0
BCL2,COM00000850,3662,0.0
BCL2,COM00003107,6128,0.0
BCL2,COM00000117,3631,0.0
BCL2,COM00004730,342,0.0
BCL2,COM00005155,3007,0.0
BCL2,COM00004262,1549107,0.0
BCL2,COM00004373,31721,0.0
BCL2,COM00005095,9294,0.0
SIR4,COM00004262,1549107,0.0
SIR4,COM00000039,174174,0.0
BCL2,COM00005017,11047943,0.0
BCL2,COM00001038,6581,0.0
BCL2,COM00000140,1123,0.0
BCL2,COM00000098,757,0.0
BCL2,COM00001753,1005,0.0
BCL2,COM00004185,7997,0.0
BCL2,COM00004003,1491,0.0
BCL2,COM00000039,174174,0.0
SIR4,COM00004373,31721,0.0
BCL2,COM00001997,5870,0.0
